,0
152,0.014313558454846142
153,0.011658359276211115
154,0.015284409073171855
155,0.007601663630477881
156,0.0030980881929345925
157,0.005978384327802655
158,0.007874645450934963
159,0.010586107673063186
160,0.002896412653643859
161,0.00277803803118122
162,0.009248545881663538
163,0.004421911881097083
164,0.004251300843673309
165,0.00451238445882481
166,0.002351850050435866
167,0.005218951798749609
168,0.004245760674136479
169,0.0026856078942910436
170,0.003828390861419753
171,0.0017386882014107468
172,0.004034244248724366
173,0.003947792606401016
174,0.0030045743238734674
175,0.0027069474686411566
176,0.001845119235372121
177,0.002907504206765032
178,0.0029091674068499906
179,0.0030269265814970377
180,0.0023466913472978885
181,0.005040456136733041
182,0.0035188792392813516
183,0.0028488626042275007
184,0.003133945756209453
185,0.005606044237571427
186,0.005936223493324603
187,0.002835162951404666
188,0.0032173998240492717
189,0.00319805906855261
190,0.0038837670940952166
191,0.004355985867027125
192,0.004241413049939527
193,0.0028861535056590075
194,0.002646328901689769
195,0.0044298203567381764
196,0.0038534353136801254
197,0.004977798052342176
198,0.004447384009317291
199,0.007111752577650776
200,0.005281890193577563
201,0.004783277079279429
202,0.004457060493684881
203,0.005535283754128106
204,0.002575311060523517
205,0.0030716805274249074
206,0.0020717522630938692
207,0.002796907313238176
208,0.002863106453477627
209,0.0020387012396825216
210,0.002351193945745383
211,0.006240377264464155
212,0.0049559795752828935
213,0.0034966673925524356
214,0.002795563321902641
215,0.004480048338677784
216,0.0037077967993674452
217,0.002634895159921836
218,0.003756091463244595
219,0.00521261338425809
220,0.004623849016361566
221,0.0026823046415534605
222,0.003607109779419136
223,0.002751636294294681
224,0.00239844823024484
225,0.0028335052800942473
226,0.002887642096727155
227,0.0027058289590698122
228,0.002543021332036765
229,0.003117299727862641
230,0.0028159615133326447
231,0.003155982958281331
232,0.003557409444617585
233,0.0030594577539984572
234,0.0035818895045620345
235,0.004014736643991615
236,0.005685984009696855
237,0.004817297038134536
238,0.00486774098132575
239,0.004217657184691872
240,0.004375143061808536
241,0.00349749508261311
242,0.0030012073053299806
243,0.0040559945357204405
244,0.00406878572986136
245,0.004739475210583667
246,0.0025597663505776127
247,0.0034140051476645333
248,0.0022595074592902734
249,0.0027881537817168217
250,0.0027092759581275644
251,0.002368509859585818
252,0.002827322968591661
253,0.0029354577043194732
254,0.002916544761380532
255,0.0023246865251884976
256,0.002176788505617436
257,0.004006929489840459
258,0.003931765365201368
259,0.004270996002782248
260,0.003254809623948852
261,0.0028681813733329726
262,0.002592880451261688
263,0.002841952942200823
264,0.0033730662530212846
265,0.0023664743602394376
266,0.002302680845081853
267,0.003315946655257514
268,0.002530657223052223
269,0.00246087296825767
270,0.0027013949327574656
271,0.007847587114034701
272,0.0037926864834011993
273,0.0025557075831887134
274,0.003844851810631997
275,0.0030868695347829374
276,0.0030282240259331124
277,0.0032603802365581444
278,0.004328752277347011
279,0.00467110939674341
280,0.004670022711390285
281,0.0038519235680932328
282,0.003252049597117638
283,0.003909829822167046
284,0.004097259208306828
285,0.0019538473624833765
286,0.002998637581624285
287,0.0033829571715177885
288,0.0030265994969190207
289,0.003372396139206367
290,0.002713297376553695
291,0.002955179454429548
292,0.004883200501997901
293,0.003980280521226241
294,0.006953455423407196
295,0.0034633075466440405
296,0.0031435568784706123
297,0.004289602433558618
298,0.004015853011222494
299,0.008631085827359426
300,0.007123024700077966
301,0.004321579858051323
302,0.0029177702802883725
303,0.0030263036103417096
304,0.002388850633202024
305,0.007603840945563835
306,0.005002165298338756
307,0.002612701859014303
308,0.002480086915169986
309,0.0020742284813248355
310,0.0014131159915946085
311,0.0016908750894761592
312,0.0019912899358007228
313,0.0017907204608440805
314,0.0024869021410249843
315,0.0029829365022979856
316,0.00247095499705808
317,0.0033159102806525668
318,0.0023792331500557783
319,0.003534579037604343
320,0.0035714238255346426
321,0.0038080126981989127
322,0.003000153635705179
323,0.002769839405552409
324,0.002766561542600706
325,0.0032372212015637433
326,0.0043913549308648376
327,0.002440263357636666
328,0.001865905241959244
329,0.0022760722257650135
330,0.0021888284562343358
331,0.004053043607880077
332,0.00844214841823875
333,0.011696414855001825
334,0.006931478333403301
335,0.004687052482225878
336,0.004447760232310656
337,0.004911277169287754
338,0.004705641046793468
339,0.009075683059638857
340,0.003226802488849048
341,0.003340068987169208
342,0.006420341861957253
343,0.006556731271375619
344,0.0096242118128331
345,0.004612234575134386
346,0.0021749457823970982
347,0.006089740051726326
348,0.002883463375668084
349,0.0021191967038697384
350,0.002712153199180328
351,0.0019375100579885015
352,0.0034252063612204625
353,0.003420906474063326
354,0.002356559689423133
355,0.002272362437071935
356,0.0018911018328104192
357,0.0027406201756364564
358,0.004476538408729303
359,0.0043256252693018565
