,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359
0,"[ 0.         15.59638542 12.75745036  0.43861827  1.4205239   2.51828922
  5.55572879 25.17101675 24.88748408 28.16695528 37.45865557 33.59056631
  4.02064175  7.38409362  9.32512269  6.75234902  9.76631548  8.16476314
  7.09903152  8.41585011 12.3828313   5.19428923 12.72638536 40.29624813
 30.94759378 40.11349037 17.26066874 22.38915214 20.92857088 11.89282605
  7.08828059 19.63224175 10.05215882 12.86557497 14.52714706 24.9899459
 26.69020773 25.99682747 26.50384762 28.51281802 32.33439465 22.27657475
 35.11051405 34.03873722 20.40684368 13.1042468  15.08685147 12.83252081
 14.99252085 11.69297139 22.80110758 21.82628613 23.28854316 27.02209734
 27.34092551 29.92640137         inf 12.22480144         inf 73.65752447
         inf 60.17835805         inf 49.18437735 45.30525642 43.57974987
 36.50717367 42.86147852 55.18949692 45.95803673 46.73094757 54.85829053
 35.08716815 38.21943514 38.97705699 39.81100777 42.47781758 33.29756703
 36.45218687 33.93253621 40.99264949 41.2762978  37.09380536 42.28981934
 46.84040801 46.0714648  49.08306278 39.17579236 46.95314222 43.59106827
 39.76372014 37.58806309 36.74000668 39.66382075 14.56585411 30.10460537
 32.18267855 46.98647856 27.9959381  25.58811679 28.34830422 28.5086594
 33.02338441 28.45056911 27.02384497 38.32490762 43.18166893 34.27090571
 36.07176409 32.39216232 38.04042239 40.73169747 30.73600271 32.11774109
